id;CityName;Latitude;Longitude;CountryCode;Population
3039163;Sant Julià de Lòria;42.46372;1.49129;AD;8022
3039678;Ordino;42.55623;1.53319;AD;3066
3040051;les Escaldes;42.50729;1.53414;AD;15853
3040132;la Massana;42.54499;1.51483;AD;7211
3040686;Encamp;42.53474;1.58014;AD;11223
3041204;Canillo;42.5676;1.59756;AD;3292
3041563;Andorra la Vella;42.50779;1.52109;AD;20430
290594;Umm Al Quwain City;25.56473;55.55517;AE;62747
291074;Ras Al Khaimah City;25.78953;55.9432;AE;351943
291279;Muzayri‘;23.14355;53.7881;AE;10000
291580;Zayed City;23.65416;53.70522;AE;63482
291696;Khawr Fakkān;25.33132;56.34199;AE;40677
292223;Dubai;25.07725;55.30927;AE;2956587
292231;Dibba Al-Fujairah;25.59246;56.26176;AE;30000
292239;Dibba Al-Hisn;25.61955;56.27291;AE;26395
292672;Sharjah;25.33737;55.41206;AE;1324473
292688;Ar Ruways;24.11028;52.73056;AE;16000
292878;Al Fujairah City;25.11641;56.34141;AE;86512
292913;Al Ain City;24.19167;55.76056;AE;55091
292932;Ajman City;25.40177;55.47878;AE;490035
292953;Adh Dhayd;25.28812;55.88157;AE;24716
292968;Abu Dhabi;24.45118;54.39696;AE;603492
12042052;Bani Yas City;24.30978;54.62944;AE;80498
12042053;Musaffah;24.35893;54.48267;AE;243341
12047416;Al Shamkhah City;24.39268;54.70779;AE;61710
12047417;Reef Al Fujairah City;25.14479;56.24764;AE;82310
1120483;Kuhsān;34.65389;61.19778;AF;12087
1120487;Tukzār;35.94831;66.42132;AF;12021
1120711;Zindah Jān;34.34264;61.74675;AF;10104
1120863;Zarghūn Shahr;32.84734;68.44573;AF;13737
1120879;Zaṟah Sharan;33.14641;68.79213;AF;7366
1120985;Zaranj;30.95962;61.86037;AF;49851
1121271;Yangī Qal‘ah;37.46572;69.61131;AF;6541
1122408;Tīr Pul;34.59431;61.26895;AF;6979
1122747;Tarinkot;32.62998;65.87806;AF;10000
1123004;Taloqan;36.73605;69.53451;AF;64256
1123343;Tagāw-Bāy;35.69941;66.06164;AF;9096
1123424;Tagāb;34.85501;69.64917;AF;6400
1125155;Shīnḏanḏ;33.30294;62.1474;AF;29264
1125444;Shibirghān;36.66757;65.7529;AF;55641
1125896;Shahrak;34.10737;64.3052;AF;15967
1126606;Sidqābād;35.02298;69.35112;AF;7407
1127110;Sar-e Pul;36.21544;65.93249;AF;52121
1127547;Sangīn;32.07275;64.8359;AF;13579
1127628;Sang-e Chārak;35.84972;66.43694;AF;15377
1127768;Aībak;36.26468;68.01551;AF;47823
1128239;Rūdbār;30.15;62.6;AF;11034
1128265;Rustāq;37.12604;69.83045;AF;25636
1129516;Qarqīn;37.41853;66.04358;AF;15018
1129636;Qarchī Gak;37.03999;66.78891;AF;8942
1129648;Qarāwul;37.21959;68.7802;AF;24544
1129678;Qarah Bāgh;34.94023;61.77589;AF;12412
1129867;Qala i Naw;34.98735;63.12891;AF;9000
1130065;Qal‘ah-ye Shahr;35.54729;65.5676;AF;7756
1130131;Qalāt;32.10575;66.90833;AF;12191
1130469;Pārūn;35.42064;70.92261;AF;1000
1130490;Pul-e Khumrī;35.94458;68.71512;AF;56369
1130497;Pul-e ‘Alam;33.99529;69.02274;AF;13247
1131162;Panjāb;34.38795;67.02327;AF;13471
1131316;Paghmān;34.58787;68.95091;AF;49157
1131462;Uruzgān;32.92775;66.63253;AF;13388
1131833;Nīlī;33.72178;66.13023;AF;0
1132495;Nahrīn;36.0649;69.13343;AF;22363
1133270;Mīr Bachah Kōṯ;34.74999;69.11899;AF;5405
1133310;Mīrābād;30.43624;61.8383;AF;14160
1133453;Maymana;35.92139;64.78361;AF;75900
1133574;Mehtar Lām;34.67139;70.20944;AF;17345
1133616;Mazār-e Sharīf;36.70904;67.11087;AF;303282
1134720;Lashkar Gāh;31.59382;64.37161;AF;43934
1134762;Larkird;35.48936;66.66409;AF;11635
1135158;Kushk;33.29565;61.95221;AF;16952
1135689;Kunduz;36.72895;68.857;AF;161902
1136469;Khōst;33.33951;69.92041;AF;96123
1136575;Khulm;36.69736;67.69826;AF;64933
1136863;Khāsh;31.52919;62.79055;AF;15133
1137148;Khandūd;36.95127;72.318;AF;5521
1137168;Khanabad;36.6825;69.11556;AF;71531
1137807;Karukh;34.48108;62.5863;AF;17484
1138336;Kandahār;31.61332;65.71013;AF;391190
1138958;Kabul;34.52813;69.17233;AF;3043532
1139085;Jurm;36.86477;70.83421;AF;12106
1139715;Jalālābād;34.42647;70.45153;AF;200331
1139807;Jabal os Saraj;35.11833;69.23778;AF;15032
1140026;Herāt;34.34817;62.19967;AF;272806
1141089;Ghormach;35.73062;63.78264;AF;30000
1141269;Ghazni;33.55391;68.42096;AF;141000
1141540;Gereshk;31.82089;64.57005;AF;43588
1141857;Gardez;33.59744;69.22592;AF;103601
1142170;Fayzabad;37.11664;70.58002;AF;44421
1142239;Farkhār;36.57288;69.85783;AF;10480
1142264;Farah;32.37451;62.11638;AF;43561
1142404;Kafir Qala;34.66667;61.06667;AF;18086
1142545;Imām Şāḩib;37.18897;68.93644;AF;9659
1143838;Dasht-e Archī;37.13333;69.16667;AF;8263
1143874;Darzāb;35.97744;65.37828;AF;9642
1143901;Markaz-e Ḩukūmat-e Darwēshān;31.13231;64.1934;AF;9012
1144942;Chīras;35.41674;65.98234;AF;12779
1145352;Charikar;35.01361;69.17139;AF;53676
1145866;Chahār Burj;34.24475;62.19165;AF;11935
1145904;Fayrōz Kōh;34.51952;65.25093;AF;15000
1146822;Bāsawul;34.24749;70.87218;AF;6835
1147066;Baraki Barak;33.96744;68.9492;AF;22305
1147242;Bāmyān;34.82156;67.82734;AF;61863
1147290;Balkh;36.75635;66.8972;AF;114883
1147540;Baghlān;36.13068;68.70829;AF;108449
1147851;Ḩukūmatī Azrah;34.17355;69.64573;AF;12526
1148106;Ārt Khwājah;37.08571;69.47958;AF;18623
1148205;Āsmār;35.03333;71.35809;AF;15708
1148268;Ashkāsham;36.68333;71.53333;AF;12120
1148311;Asadābād;34.87311;71.14697;AF;48400
1148658;Andkhōy;36.95293;65.12376;AF;29208
1148709;Anār Darah;32.7587;61.65397;AF;10023
1149052;‘Alāqahdārī Dīshū;30.43206;63.29802;AF;9196
1429434;Bāzārak;35.31292;69.51519;AF;65000
1456960;Maydanshakhr;34.39561;68.86618;AF;1600
1469706;Markaz-e Woluswalī-ye Āchīn;34.12583;70.70778;AF;15098
8534261;Sharan;33.17568;68.73045;AF;2200
3576022;Saint John’s;17.12096;-61.84329;AG;24226
3576057;Piggotts;17.11667;-61.8;AG;1878
3576074;Parham;17.09682;-61.77046;AG;969
3576260;Falmouth;17.02741;-61.78136;AG;619
3576311;Codrington;17.63333;-61.83333;AG;1325
3576361;Bolands;17.06565;-61.87466;AG;1657
3573364;West End Village;18.17191;-63.14941;AI;0
3573374;The Valley;18.21704;-63.05783;AI;2035
3573375;The Quarter;18.20799;-63.04178;AI;0
3573378;Farrington;18.215;-63.02238;AI;0
3573380;Stoney Ground;18.22026;-63.04607;AI;0
3573385;South Hill Village;18.19201;-63.08779;AI;0
3573407;Sandy Ground Village;18.20118;-63.08998;AI;274
3573418;North Side;18.22919;-63.04401;AI;0
3573420;North Hill Village;18.20542;-63.07847;AI;0
3573456;Island Harbour;18.25601;-63.0102;AI;0
3573466;George Hill;18.19939;-63.0665;AI;0
3573473;East End Village;18.23333;-63;AI;0
3573496;Blowing Point Village;18.17648;-63.09375;AI;942
11205445;Sandy Hill;18.22104;-63.01329;AI;0
363243;Sarandë;39.87534;20.00477;AL;15147
781443;Tepelenë;40.29583;20.01917;AL;11955
781979;Poliçan;40.61222;20.09806;AL;10663
781988;Pogradec;40.9025;20.6525;AL;61530
782061;Peshkopi;41.685;20.42889;AL;14848
782070;Përmet;40.23361;20.35167;AL;10686
782661;Kukës;42.07694;20.42194;AL;17832
782756;Korçë;40.61861;20.78083;AL;58259
783059;Gramsh;40.86972;20.18444;AL;11556
783148;Gjirokastër;40.07583;20.13889;AL;23437
783259;Ersekë;40.33778;20.67889;AL;7890
783263;Elbasan;41.1125;20.08222;AL;100903
783408;Çorovodë;40.50417;20.22722;AL;14046
783493;Burrel;41.61028;20.00889;AL;15405
783508;Bulqizë;41.49167;20.22194;AL;11212
783606;Bilisht;40.6275;20.99;AL;7114
832209;Librazhd-Qendër;41.19694;20.33556;AL;12691
3183719;Vlorë;40.4686;19.48318;AL;89546
3183875;Tirana;41.3275;19.81889;AL;374801
3184081;Shkodër;42.06828;19.51258;AL;88245
3184099;Shijak;41.34556;19.56722;AL;14138
3184197;Selenicë;40.53056;19.63583;AL;6912
3184252;Rrogozhinë;41.07639;19.66528;AL;5620
3184264;Rrëshen;41.7675;19.87556;AL;10064
3184290;Roskovec;40.7375;19.70222;AL;6657
3184388;Pukë;42.04444;19.89972;AL;6495
3184497;Peqin;41.04611;19.75111;AL;7513
3184517;Patos Fshat;40.64278;19.65083;AL;22679
3184518;Patos;40.68333;19.61944;AL;60000
3184806;Mamurras;41.5775;19.69222;AL;8282
3184862;Lushnjë;40.94194;19.705;AL;41469
3184935;Lezhë;41.78361;19.64361;AL;18695
3185012;Laç;41.63556;19.71306;AL;24825
3185060;Kuçovë;40.80028;19.91667;AL;18166
3185082;Krujë;41.50917;19.79278;AL;21286
3185211;Kavajë;41.18556;19.55694;AL;29354
3185270;Kamëz;41.38167;19.76028;AL;11026
3185638;Fushë-Krujë;41.47833;19.71778;AL;10458
3185670;Fier-Çifçi;40.71667;19.56667;AL;60995
3185672;Fier;40.72389;19.55611;AL;56297
3185728;Durrës;41.32355;19.45469;AL;122034
3185897;Cërrik;41.03167;19.97583;AL;14269
3186084;Berat;40.70583;19.95222;AL;46866
3186145;Ballsh;40.59889;19.73472;AL;10361
174710;Yeghegnadzor;39.76389;45.33239;AM;8200
174725;Vedi;39.91388;44.7251;AM;12192
174726;Vayk’;39.6889;45.46668;AM;5419
174875;Kapan;39.20755;46.40576;AM;33160
174895;Goris;39.51111;46.34168;AM;20379
174972;Hats’avan;39.46405;45.97047;AM;15208
174979;Artashat;39.96144;44.54447;AM;20562
174991;Ararat;39.83069;44.70569;AM;28832
616052;Yerevan;40.18111;44.51361;AM;1093485
616062;Vagharshapat;40.16557;44.29462;AM;46540
616065;Yeghvard;40.32507;44.48608;AM;10705
616108;Vardenis;40.18329;45.73053;AM;11382
616109;Vardenik;40.13348;45.44311;AM;7709
616178;Tashir;41.12072;44.28462;AM;7318
616194;Step’anavan;41.00995;44.38531;AM;23782
616199;Spitak;40.83221;44.26731;AM;15059
616250;Sevan;40.5473;44.94171;AM;17083
616255;Sarukhan;40.29169;45.13068;AM;6173
616328;Sardarapat;40.13206;44.00969;AM;5348
616333;Noyemberyan;41.17244;44.99917;AM;5119
616361;Noratus;40.37793;45.18048;AM;5426
616375;Nerk’in Getashen;40.14172;45.27087;AM;7010
616417;Metsamor;40.07233;44.29169;AM;8789
616435;Masis;40.06542;44.41618;AM;18911
616438;Martuni;40.13892;45.30548;AM;11037
616530;Vanadzor;40.80456;44.4939;AM;101098
616576;Karanlukh;40.10444;45.28972;AM;5104
616599;Gavarr;40.35398;45.12386;AM;21680
616627;Ijevan;40.87877;45.14851;AM;14737
616629;Hrazdan;40.49748;44.7662;AM;40795
616631;Armavir;40.15446;44.03815;AM;25963
616635;Gyumri;40.7942;43.84528;AM;148381
616697;Garrni;40.11931;44.73442;AM;6827
616752;Dilijan;40.7417;44.8501;AM;13478
616786;Chambarak;40.59655;45.35498;AM;6153
616790;Byureghavan;40.31417;44.59333;AM;6972
616802;Berd;40.88135;45.38901;AM;8374
616877;Ashtarak;40.2991;44.36204;AM;18779
616953;Aparan;40.59323;44.3589;AM;5670
616974;Alaverdi;41.09766;44.67316;AM;13184
616989;Akhuryan;40.78003;43.90027;AM;7672
617026;Abovyan;40.27368;44.63348;AM;35673
145531;Saurimo;-9.66078;20.39155;AO;40498
145724;Lucapa;-8.41915;20.74466;AO;20115
876177;Luau;-10.70727;22.22466;AO;18465
876233;Léua;-11.65;20.45;AO;5168
2236568;Uíge;-7.60874;15.06131;AO;60008
2236967;Soio;-6.1349;12.36894;AO;67491
2239001;N'zeto;-7.23116;12.8666;AO;18352
2239076;N’dalatando;-9.29782;14.91162;AO;383100
2239520;Mbanza Kongo;-6.26703;14.2401;AO;24220
2239862;Malanje;-9.54015;16.34096;AO;87046
2240449;Luanda;-8.83682;13.23432;AO;2776168
2242001;Caxito;-8.57848;13.66425;AO;28224
2242885;Camabatela;-8.18812;15.37495;AO;12837
2243271;Cabinda;-5.55;12.2;AO;66020
3345497;Uacu Cungo;-11.35669;15.11719;AO;10970
3346015;Sumbe;-11.20605;13.84371;AO;33277
3346598;Quibala;-10.73366;14.97995;AO;8915
3346821;Ondjiva;-17.06667;15.73333;AO;10169
3347019;Namibe;-15.19611;12.15222;AO;80149
3347353;Menongue;-14.6585;17.69099;AO;32203
3347719;Luena;-11.78333;19.91667;AO;21115
3347762;Lubango;-14.91717;13.4925;AO;102541
3347853;Longonjo;-12.90667;15.25333;AO;24346
3347939;Lobito;-12.3644;13.53601;AO;207932
3348078;Cuito;-12.38333;16.93333;AO;113624
3348313;Huambo;-12.77611;15.73917;AO;226145
3349580;Chissamba;-12.16667;17.33333;AO;7677
3350246;Catumbela;-12.43002;13.54677;AO;16977
3350372;Catabola;-12.15;17.28333;AO;18855
3351014;Camacupa;-12.01667;17.48333;AO;19150
3351380;Caconda;-13.73333;15.06667;AO;10549
3351500;Caála;-12.8525;15.56056;AO;21205
3351663;Benguela;-12.57626;13.40547;AO;151226
9376229;Chela;-12.30261;15.43358;AO;5811
3427213;Zárate;-34.09814;-59.02858;AR;88781
3427327;Wanda;-25.96879;-54.56285;AR;15529
3427387;Villa Ortúzar;-34.57973;-58.46829;AR;22500
3427388;Villa Ocampo;-28.48752;-59.35515;AR;19101
3427399;Villa María Grande;-31.66565;-59.90182;AR;7101
3427408;Villa Lugano;-34.67907;-58.47263;AR;114000
3427420;Villa Hernandarias;-31.23097;-59.98464;AR;5375
3427428;Villaguay;-31.8653;-59.02689;AR;32027
3427431;Villa Gesell;-37.26394;-56.97304;AR;23257
3427443;Villa Elisa;-32.1632;-58.40082;AR;9334
3427453;Villa de Mayo;-34.5108;-58.68059;AR;43405
3427537;Veinticinco de Mayo;-27.37679;-54.74312;AR;11928
3427582;Urdinarrain;-32.68573;-58.89323;AR;7992
3427687;Tortuguitas;-34.47513;-58.75367;AR;41390
3427761;Tigre;-34.42603;-58.57962;AR;31106
3427833;Tandil;-37.32167;-59.13316;AR;104325
3428068;San Vicente;-26.61667;-54.13333;AR;38247
3428071;Santo Tomé;-28.54939;-56.04077;AR;22634
3428079;Santo Pipó;-27.14132;-55.40867;AR;5447
3428182;Santa Rosa;-28.26318;-58.11891;AR;8330
3428287;Santa Lucía;-28.98746;-59.10287;AR;14056
3428359;Santa Elena;-30.94432;-59.78832;AR;18410
3428481;San Salvador;-31.62487;-58.50524;AR;11626
3428576;San Pedro;-33.67918;-59.66633;AR;47452
3428577;San Pedro;-26.62207;-54.10842;AR;23736
3428644;San Miguel;-27.99585;-57.58964;AR;7396
3428708;San Luis del Palmar;-27.5079;-58.55454;AR;15347
3428759;San Lorenzo;-28.13306;-58.76733;AR;47626
3428858;San José de Feliciano;-30.38452;-58.75167;AR;11137
3428928;San José;-27.76979;-55.7826;AR;6452
3428975;San Javier;-30.57781;-59.9317;AR;15606
3428992;San Isidro;-34.4721;-58.52708;AR;45190
3429160;San Clemente del Tuyú;-36.35694;-56.72351;AR;11174
3429403;Saladas;-28.25384;-58.62591;AR;18349
3429439;Rosario del Tala;-32.30286;-59.14545;AR;13807
3429576;Retiro;-34.58333;-58.38333;AR;38635
3429577;Resistencia;-27.46056;-58.98389;AR;387158
3429594;Reconquista;-29.15;-59.65;AR;90184
3429652;Quilmes;-34.72904;-58.26374;AR;230000
3429713;Puerto Vilelas;-27.51414;-58.93906;AR;8455
3429721;Puerto Tirol;-27.37218;-59.08206;AR;9767
3429732;Puerto Rico;-26.79598;-55.02402;AR;17491
3429738;Puerto Piray;-26.46937;-54.70736;AR;8557
3429764;Puerto Libertad;-25.91958;-54.58229;AR;6143
3429777;Puerto Iguazú;-25.59912;-54.57355;AR;32038
3429786;Puerto Esperanza;-26.02267;-54.61356;AR;15579
3429790;Puerto Eldorado;-26.40843;-54.69463;AR;54189
3429866;Presidencia de la Plaza;-27.00147;-59.84243;AR;12231
3429886;Posadas;-27.36708;-55.89608;AR;323739
3429902;Pontevedra;-34.74785;-58.70072;AR;33515
3429949;Pirané;-25.73239;-59.10879;AR;19124
3429980;Pilar;-34.45866;-58.9142;AR;226517
3430029;Perugorría;-29.34132;-58.61059;AR;5685
3430104;Paso de los Libres;-29.71251;-57.08771;AR;43805
3430105;Paso de la Patria;-27.31676;-58.57197;AR;5818
3430178;Panambí;-27.72369;-54.91515;AR;5970
3430180;Pampa del Indio;-26.04982;-59.93728;AR;11588
3430186;Palo Santo;-25.56332;-59.33781;AR;5324
3430340;Oberá;-27.48706;-55.11994;AR;56528
3430402;Nuestra Señora del Rosario de Caa Catí;-27.75072;-57.62073;AR;7573
3430443;Necochea;-38.5545;-58.73961;AR;80478
3430513;Muñiz;-34.55622;-58.70739;AR;26221
3430545;Morón;-34.6509;-58.61956;AR;319934
3430598;Monte Caseros;-30.25359;-57.63626;AR;24671
3430601;Montecarlo;-26.5662;-54.757;AR;22229
3430648;Mocoretá;-30.61891;-57.96344;AR;6088
3430697;Merlo;-34.66627;-58.72927;AR;244168
3430708;Mercedes;-34.65145;-59.43068;AR;52949
3430709;Mercedes;-29.18416;-58.07519;AR;30649
3430760;Mburucuyá;-28.04532;-58.22835;AR;9012
3430857;Margarita Belén;-27.2616;-58.97219;AR;5547
3430863;Mar del Plata;-38.00042;-57.5562;AR;553935
3430940;Malabrigo;-29.34636;-59.96957;AR;7026
3430968;Maciá;-32.1722;-59.39947;AR;5806
3430988;Luján;-34.57028;-59.105;AR;81749
3431057;Los Polvorines;-34.50316;-58.70596;AR;53354
3431606;Las Toscas;-28.3529;-59.25795;AR;11811
3431916;Larroque;-33.03595;-59.00125;AR;6200
3432043;La Plata;-34.92145;-57.95453;AR;694167
3432079;La Paz;-30.74179;-59.64517;AR;24716
3432355;La Leonesa;-27.03786;-58.70347;AR;10067
3432760;La Cruz;-29.17443;-56.64326;AR;8591
3433349;Jardín América;-27.04346;-55.22698;AR;24905
3433363;Itatí;-27.27043;-58.24458;AR;7902
3433513;Ibarreta;-25.21438;-59.85851;AR;8687
3433522;Hurlingham;-34.5904;-58.62904;AR;60000
3433658;Gualeguaychú;-33.00937;-58.51722;AR;78676
3433663;Gualeguay;-33.14156;-59.30966;AR;33120
3433715;Goya;-29.13995;-59.26343;AR;70245
3433743;Gobernador Roca;-27.18636;-55.46433;AR;6315
3433753;Gobernador Virasora;-28.05;-56.03333;AR;28756
3433787;General Pacheco;-34.45256;-58.64312;AR;43287
3433803;General José de San Martín;-26.53743;-59.34158;AR;31758
3433836;Garupá;-27.48171;-55.82921;AR;28814
3433839;Garuhapé;-26.81768;-54.95665;AR;8259
3433899;Formosa;-26.18489;-58.17313;AR;221383
3433901;Fontana;-27.41813;-59.02392;AR;26745
3433956;Federal;-30.95465;-58.78326;AR;16333
3433959;Federación;-31.00621;-57.89962;AR;13789
3434095;Esquina;-30.01476;-59.5289;AR;26399
3434291;El Soberbio;-27.29847;-54.19877;AR;19571
3434731;El Colorado;-26.30808;-59.37291;AR;12780
3434932;El Alcázar;-26.71459;-54.81523;AR;5127
3434995;Dos de Mayo;-27.02277;-54.68669;AR;14544
3435010;Don Torcuato;-34.49459;-58.62729;AR;64867
3435038;Dolores;-36.31321;-57.67918;AR;25190
3435103;Curuzú Cuatiá;-29.79171;-58.0546;AR;36390
3435217;Corrientes;-27.46784;-58.8344;AR;339067
3435261;Concordia;-31.39296;-58.02089;AR;145210
3435264;Concepción del Uruguay;-32.48463;-58.23217;AR;67895
3435266;Concepción de la Sierra;-27.98311;-55.52031;AR;7398
3435283;Comandante Fontana;-25.33453;-59.68212;AR;5655
3435344;Colonia Aurora;-27.47428;-54.52498;AR;8407
3435356;Colegiales;-34.57365;-58.44924;AR;57000
3435364;Clorinda;-25.28481;-57.71851;AR;15000
3435486;Chajarí;-30.75048;-57.97962;AR;30655
3435532;Cerro Azul;-27.6331;-55.4962;AR;5323
3435701;Capioví;-26.92998;-55.06084;AR;5860
3435734;Candelaria;-27.4595;-55.74536;AR;11039
3435750;Campo Viera;-27.33271;-55.05651;AR;9228
3435765;Campo Ramón;-27.4549;-55.02122;AR;10088
3435789;Campo Grande;-27.2077;-54.97977;AR;12040
3435810;Campana;-34.16327;-58.95919;AR;81612
3435910;Buenos Aires;-34.61315;-58.37723;AR;13076300
3435966;Bovril;-31.34311;-59.44512;AR;7977
3436003;Boedo;-34.63333;-58.41667;AR;48231
3436030;Bernardo de Irigoyen;-26.2552;-53.64581;AR;10889
3436043;Berazategui;-34.76531;-58.21278;AR;167498
3436077;Belgrano;-34.5627;-58.45829;AR;138942
3436124;Barranqueras;-27.48132;-58.93925;AR;50823
3436134;Barracas;-34.64966;-58.38341;AR;77474
3436177;Balcarce;-37.84616;-58.25522;AR;38823
3436199;Azul;-36.77698;-59.85854;AR;53941
3436230;Avellaneda;-29.11761;-59.65834;AR;23077
3436287;Aristóbulo del Valle;-27.09625;-54.89626;AR;20683
3436370;Alvear;-29.09683;-56.55043;AR;7917
3436448;Alba Posse;-27.56978;-54.68262;AR;6652
3832132;Zapala;-38.89916;-70.05442;AR;31534
3832189;Yuto;-23.64342;-64.47194;AR;7732
3832260;Yerba Buena;-26.81667;-65.31667;AR;50783
3832376;Yacimiento Río Turbio;-51.57321;-72.3508;AR;6650
3832647;Villa Regina;-39.1;-67.06667;AR;31209
3832653;Villa Paula de Sarmiento;-31.4933;-68.53838;AR;19092
3832658;Villa Ojo de Agua;-29.50003;-63.69377;AR;5832
3832662;Villa Nueva;-32.43293;-63.24763;AR;16841
3832694;Villa María;-32.40751;-63.24016;AR;92453
3832711;Villa La Angostura;-40.76173;-71.64631;AR;7526
3832719;Villa Huidobro;-34.83826;-64.58686;AR;5155
3832734;Villa General Belgrano;-31.97828;-64.55627;AR;5888
3832756;Villa Dolores;-31.94585;-65.18958;AR;28009
3832759;Villa de Soto;-30.85523;-64.99947;AR;7303
3832763;Villa del Totoral;-30.81667;-63.71667;AR;7110
3832778;Villa Constitución;-33.22778;-60.3297;AR;44271
3832783;Chañar Ladeado;-33.32524;-62.03831;AR;5639
3832791;Villa Carlos Paz;-31.42414;-64.49778;AR;69451
3832793;Villa Cañás;-34.00565;-61.60757;AR;9328
3832797;Villa Berthet;-27.29174;-60.41263;AR;12029
3832811;Villa Ángela;-27.57383;-60.71526;AR;43511
3832815;Villa Allende;-31.29458;-64.29538;AR;21683
3832899;Viedma;-40.81345;-62.99668;AR;48940
3832917;Vicuña Mackenna;-33.91965;-64.39215;AR;8994
3832923;Victorica;-36.21505;-65.43586;AR;6565
3832934;Victoria;-32.61841;-60.15478;AR;25139
3832959;Viale;-31.86782;-60.00722;AR;8939
3833027;Vera;-29.4593;-60.21261;AR;19797
3833062;Venado Tuerto;-33.74556;-61.96885;AR;72340
3833111;Veinticinco de Mayo;-37.7741;-67.71638;AR;6962
3833112;Veinticinco de Mayo;-35.4323;-60.17271;AR;24668
3833211;Valle Hermoso;-31.11732;-64.48084;AR;5486
3833367;Ushuaia;-54.81084;-68.31591;AR;58028
3833412;Unquillo;-31.23073;-64.31615;AR;15369
3833675;Trevelin;-43.0858;-71.46386;AR;6395
3833794;Tres Isletas;-26.34067;-60.43207;AR;24747
3833859;Tres Arroyos;-38.37394;-60.27978;AR;47136
3833883;Trelew;-43.24895;-65.30505;AR;93442
3833947;Trancas;-26.23136;-65.28093;AR;6658
3833995;Totoras;-32.5844;-61.16852;AR;9587
3834048;Tostado;-29.23202;-61.76917;AR;14000
3834361;Tinogasta;-28.06319;-67.56488;AR;14509
3834397;Tilisarao;-32.73292;-65.29109;AR;5478
3834403;Tilcara;-23.57817;-65.39516;AR;5640
3834502;Termas de Río Hondo;-27.49362;-64.85972;AR;27838
3834601;Tartagal;-22.51637;-63.80131;AR;60819
3834665;Tancacha;-32.24309;-63.9807;AR;5184
3834813;Tafí Viejo;-26.73201;-65.25921;AR;48459
3834843;Taco Pozo;-25.61557;-63.26708;AR;8470
3834961;Suncho Corral;-27.93357;-63.42938;AR;6087
3834971;Sunchales;-30.94404;-61.56148;AR;18757
3835238;Simoca;-27.26272;-65.35647;AR;7939
3835297;Sierra Grande;-41.60603;-65.35574;AR;6978
3835372;Senillosa;-39.01412;-68.43281;AR;6394
3835695;Sastre;-31.76762;-61.82887;AR;5521
3835710;Sarmiento;-45.58815;-69.06996;AR;8292
3835793;Santo Tomé;-31.66274;-60.7653;AR;59072
3835869;Santiago del Estero;-27.79511;-64.26149;AR;354692
3835921;Santa Sylvina;-27.83261;-61.13747;AR;9040
3835938;Santa Rosa de Río Primero;-31.15231;-63.40191;AR;6788
3835943;Santa Rosa de Calamuchita;-32.06905;-64.53631;AR;9504
3835994;Santa Rosa;-36.61667;-64.28333;AR;111424
3836194;Santa Lucía;-31.53987;-68.49503;AR;43565
3836277;Santa Fe;-31.64881;-60.70868;AR;489505
3836564;San Salvador de Jujuy;-24.19457;-65.29712;AR;305891
3836620;San Ramón de la Nueva Orán;-23.13705;-64.32426;AR;74059
3836669;San Rafael;-34.61772;-68.33007;AR;109163
3836772;San Pedro de Jujuy;-24.23127;-64.86614;AR;58430
3836846;San Nicolás de los Arroyos;-33.33425;-60.2108;AR;127742
3836873;San Miguel de Tucumán;-26.82414;-65.2226;AR;781023
3836951;San Martín de los Andes;-40.15789;-71.35337;AR;23519
3836992;San Martín;-33.08103;-68.46814;AR;82549
3836993;San Martín;-31.42957;-68.50065;AR;10140
3837056;San Luis;-33.29501;-66.33563;AR;183982
3837124;San Justo;-30.78913;-60.59189;AR;21809
3837213;San Juan;-31.5375;-68.53639;AR;447048
3837240;San José de Jáchal;-30.24057;-68.74693;AR;21018
3837441;San Jorge;-31.89618;-61.85984;AR;16873
3837675;San Francisco;-31.42797;-62.08266;AR;59062
3837702;San Fernando del Valle de Catamarca;-28.46957;-65.78524;AR;188812
3837823;San Cristóbal;-30.31053;-61.23724;AR;14286
3837857;San Carlos Centro;-31.72864;-61.09192;AR;10465
3837943;San Bernardo;-27.28782;-60.71252;AR;11101
3837956;San Benito;-31.78371;-60.44156;AR;6771
3837980;San Antonio Oeste;-40.73193;-64.94769;AR;16966
3838158;San Agustín de Valle Fértil;-30.63353;-67.46821;AR;6864
3838201;Sampacho;-33.3839;-64.72211;AR;7238
3838233;Salta;-24.7859;-65.41166;AR;512686
3838235;Salsipuedes;-31.13725;-64.29589;AR;6411
3838506;Rufino;-34.26827;-62.71262;AR;18361
3838583;Rosario;-32.94682;-60.63932;AR;1173533
3838638;Roldán;-32.89846;-60.90681;AR;12468
3838793;Río Tercero;-32.17301;-64.11405;AR;53389
3838797;Río Segundo;-31.6526;-63.9099;AR;18155
3838854;Río Grande;-53.78769;-67.70946;AR;52681
3838859;Río Gallegos;-51.62261;-69.21813;AR;85700
3838874;Río Cuarto;-33.13067;-64.34992;AR;153757
3838902;Río Ceballos;-31.16486;-64.32241;AR;16632
3839262;Recreo;-31.49076;-60.73299;AR;12798
3839263;Recreo;-29.28184;-65.06096;AR;14204
3839282;Realicó;-35.03658;-64.2447;AR;7151
3839307;Rawson;-43.30016;-65.10228;AR;26335
3839479;Rafaela;-31.25033;-61.4867;AR;88713
3839482;Rada Tilly;-45.92462;-67.55424;AR;6208
