ANNAISS;MNAISS;CODCOM;LBCOM;SEXE;PRN;NBR
2009;;35238;RENNES;FEMME;Manon;54
2009;;35238;RENNES;FEMME;Emma;48
2009;;35238;RENNES;FEMME;Zoé;44
2009;;35238;RENNES;FEMME;Inès;43
2009;;35238;RENNES;FEMME;Louise;39
2009;;35238;RENNES;FEMME;Jade;38
2009;;35238;RENNES;FEMME;Léa;37
2009;;35238;RENNES;FEMME;Camille;36
2009;;35238;RENNES;FEMME;Romane;33
2009;;35238;RENNES;FEMME;Anaïs;28
2009;;35238;RENNES;FEMME;Chloé;28
2009;;35238;RENNES;FEMME;Maëlys;27
2009;;35238;RENNES;FEMME;Lola;25
2009;;35238;RENNES;FEMME;Juliette;23
2009;;35238;RENNES;FEMME;Charlotte;22
2009;;35238;RENNES;FEMME;Margot;22
2009;;35238;RENNES;FEMME;Rose;22
2009;;35238;RENNES;FEMME;Clara;21
2009;;35238;RENNES;FEMME;Louna;21
2009;;35238;RENNES;FEMME;Eva;20
2009;;35238;RENNES;FEMME;Jeanne;20
2009;;35238;RENNES;FEMME;Léonie;19
2009;;35238;RENNES;FEMME;Clémence;18
2009;;35238;RENNES;FEMME;Mathilde;18
2009;;35238;RENNES;FEMME;Lilou;17
2009;;35238;RENNES;FEMME;Sarah;17
2009;;35238;RENNES;FEMME;Adèle;16
2009;;35238;RENNES;FEMME;Anna;16
2009;;35238;RENNES;FEMME;Enora;16
2009;;35238;RENNES;FEMME;Faustine;16
2009;;35238;RENNES;FEMME;Léna;16
2009;;35238;RENNES;FEMME;Salomé;16
2009;;35238;RENNES;FEMME;Lou;15
2009;;35238;RENNES;FEMME;Marie;15
2009;;35238;RENNES;FEMME;Pauline;15
2009;;35238;RENNES;FEMME;Ambre;14
2009;;35238;RENNES;FEMME;Anouk;14
2009;;35238;RENNES;FEMME;Elisa;14
2009;;35238;RENNES;FEMME;Lucie;14
2009;;35238;RENNES;FEMME;Anaëlle;13
2009;;35238;RENNES;FEMME;Julie;13
2009;;35238;RENNES;FEMME;Lisa;13
2009;;35238;RENNES;FEMME;Maïwenn;13
2009;;35238;RENNES;FEMME;Alice;12
2009;;35238;RENNES;FEMME;Lina;12
2009;;35238;RENNES;FEMME;Louane;12
2009;;35238;RENNES;FEMME;Marion;12
2009;;35238;RENNES;FEMME;Nina;12
2009;;35238;RENNES;FEMME;Capucine;11
2009;;35238;RENNES;FEMME;Cassandre;11
2009;;35238;RENNES;FEMME;Célia;11
2009;;35238;RENNES;FEMME;Elise;11
2009;;35238;RENNES;FEMME;Elsa;11
2009;;35238;RENNES;FEMME;Luna;11
2009;;35238;RENNES;FEMME;Noémie;11
2009;;35238;RENNES;FEMME;Gabrielle;10
2009;;35238;RENNES;FEMME;Julia;10
2009;;35238;RENNES;FEMME;Maëlle;10
2009;;35238;RENNES;FEMME;Nora;10
2009;;35238;RENNES;FEMME;Alicia;9
2009;;35238;RENNES;FEMME;Apolline;9
2009;;35238;RENNES;FEMME;Justine;9
2009;;35238;RENNES;FEMME;Lana;9
2009;;35238;RENNES;FEMME;Lison;9
2009;;35238;RENNES;FEMME;Lou-Ann;9
2009;;35238;RENNES;FEMME;Océane;9
2009;;35238;RENNES;FEMME;Victoire;9
2009;;35238;RENNES;FEMME;Angèle;8
2009;;35238;RENNES;FEMME;Clémentine;8
2009;;35238;RENNES;FEMME;Eloïse;8
2009;;35238;RENNES;FEMME;Garance;8
2009;;35238;RENNES;FEMME;Héloïse;8
2009;;35238;RENNES;FEMME;Joséphine;8
2009;;35238;RENNES;FEMME;Lily;8
2009;;35238;RENNES;FEMME;Lise;8
2009;;35238;RENNES;FEMME;Thaïs;8
2009;;35238;RENNES;FEMME;Emilie;7
2009;;35238;RENNES;FEMME;Emmy;7
2009;;35238;RENNES;FEMME;Laura;7
2009;;35238;RENNES;FEMME;Lila;7
2009;;35238;RENNES;FEMME;Liloue;7
2009;;35238;RENNES;FEMME;Louisa;7
2009;;35238;RENNES;FEMME;Méline;7
2009;;35238;RENNES;FEMME;Ninon;7
2009;;35238;RENNES;FEMME;Norah;7
2009;;35238;RENNES;FEMME;Sara;7
2009;;35238;RENNES;FEMME;Violette;7
2009;;35238;RENNES;FEMME;Yaëlle;7
2009;;35238;RENNES;FEMME;Amandine;6
2009;;35238;RENNES;FEMME;Candice;6
2009;;35238;RENNES;FEMME;Eloane;6
2009;;35238;RENNES;FEMME;Emy;6
2009;;35238;RENNES;FEMME;Inaya;6
2009;;35238;RENNES;FEMME;Léana;6
2009;;35238;RENNES;FEMME;Louanne;6
2009;;35238;RENNES;FEMME;Margaux;6
2009;;35238;RENNES;FEMME;Marine;6
2009;;35238;RENNES;FEMME;Myriam;6
2009;;35238;RENNES;FEMME;Tess;6
2009;;35238;RENNES;FEMME;Valentine;6
2009;;35238;RENNES;FEMME;Yuna;6
2009;;35238;RENNES;FEMME;Zélie;6
2009;;35238;RENNES;HOMME;Enzo;47
2009;;35238;RENNES;HOMME;Nathan;46
2009;;35238;RENNES;HOMME;Jules;44
2009;;35238;RENNES;HOMME;Hugo;41
2009;;35238;RENNES;HOMME;Lucas;41
2009;;35238;RENNES;HOMME;Louis;39
2009;;35238;RENNES;HOMME;Léo;37
2009;;35238;RENNES;HOMME;Titouan;37
2009;;35238;RENNES;HOMME;Clément;35
2009;;35238;RENNES;HOMME;Ewen;34
2009;;35238;RENNES;HOMME;Arthur;33
2009;;35238;RENNES;HOMME;Thomas;33
2009;;35238;RENNES;HOMME;Antoine;32
2009;;35238;RENNES;HOMME;Gabriel;31
2009;;35238;RENNES;HOMME;Maël;31
2009;;35238;RENNES;HOMME;Nolan;29
2009;;35238;RENNES;HOMME;Raphaël;29
2009;;35238;RENNES;HOMME;Martin;28
2009;;35238;RENNES;HOMME;Théo;28
2009;;35238;RENNES;HOMME;Yanis;28
2009;;35238;RENNES;HOMME;Mathis;26
2009;;35238;RENNES;HOMME;Ethan;25
2009;;35238;RENNES;HOMME;Maxime;25
2009;;35238;RENNES;HOMME;Sacha;25
2009;;35238;RENNES;HOMME;Paul;24
2009;;35238;RENNES;HOMME;Baptiste;23
2009;;35238;RENNES;HOMME;Mathéo;23
2009;;35238;RENNES;HOMME;Noah;23
2009;;35238;RENNES;HOMME;Evan;22
2009;;35238;RENNES;HOMME;Gabin;22
2009;;35238;RENNES;HOMME;Malo;22
2009;;35238;RENNES;HOMME;Simon;22
2009;;35238;RENNES;HOMME;Pierre;20
2009;;35238;RENNES;HOMME;Tom;20
2009;;35238;RENNES;HOMME;Alexis;19
2009;;35238;RENNES;HOMME;Eliott;19
2009;;35238;RENNES;HOMME;Esteban;19
2009;;35238;RENNES;HOMME;Romain;19
2009;;35238;RENNES;HOMME;Axel;18
2009;;35238;RENNES;HOMME;Gaspard;18
2009;;35238;RENNES;HOMME;Marius;18
2009;;35238;RENNES;HOMME;Maxence;18
2009;;35238;RENNES;HOMME;Timéo;18
2009;;35238;RENNES;HOMME;Alexandre;17
2009;;35238;RENNES;HOMME;Quentin;15
2009;;35238;RENNES;HOMME;Elouan;14
2009;;35238;RENNES;HOMME;Liam;14
2009;;35238;RENNES;HOMME;Noa;14
2009;;35238;RENNES;HOMME;Noam;13
2009;;35238;RENNES;HOMME;Timothé;13
2009;;35238;RENNES;HOMME;Tristan;13
2009;;35238;RENNES;HOMME;Noé;12
2009;;35238;RENNES;HOMME;Antonin;11
2009;;35238;RENNES;HOMME;Corentin;11
2009;;35238;RENNES;HOMME;Ilan;11
2009;;35238;RENNES;HOMME;Samuel;11
2009;;35238;RENNES;HOMME;Aaron;10
2009;;35238;RENNES;HOMME;Benjamin;10
2009;;35238;RENNES;HOMME;Marin;10
2009;;35238;RENNES;HOMME;Mathieu;10
2009;;35238;RENNES;HOMME;Mathys;10
2009;;35238;RENNES;HOMME;Nolann;10
2009;;35238;RENNES;HOMME;Owen;10
2009;;35238;RENNES;HOMME;Valentin;10
2009;;35238;RENNES;HOMME;Adam;9
2009;;35238;RENNES;HOMME;Basile;9
2009;;35238;RENNES;HOMME;Dorian;9
2009;;35238;RENNES;HOMME;Lilian;9
2009;;35238;RENNES;HOMME;Lubin;9
2009;;35238;RENNES;HOMME;Nino;9
2009;;35238;RENNES;HOMME;Oscar;9
2009;;35238;RENNES;HOMME;Augustin;8
2009;;35238;RENNES;HOMME;Erwan;8
2009;;35238;RENNES;HOMME;Julien;8
2009;;35238;RENNES;HOMME;Kylian;8
2009;;35238;RENNES;HOMME;Marceau;8
2009;;35238;RENNES;HOMME;Pablo;8
2009;;35238;RENNES;HOMME;Victor;8
2009;;35238;RENNES;HOMME;Côme;7
2009;;35238;RENNES;HOMME;Eliot;7
2009;;35238;RENNES;HOMME;Ewan;7
2009;;35238;RENNES;HOMME;Louka;7
2009;;35238;RENNES;HOMME;Melvyn;7
2009;;35238;RENNES;HOMME;Rafael;7
2009;;35238;RENNES;HOMME;Robin;7
2009;;35238;RENNES;HOMME;Soan;7
2009;;35238;RENNES;HOMME;Thibault;7
2009;;35238;RENNES;HOMME;Alan;6
2009;;35238;RENNES;HOMME;Bastien;6
2009;;35238;RENNES;HOMME;Camille;6
2009;;35238;RENNES;HOMME;Charles;6
2009;;35238;RENNES;HOMME;Clovis;6
2009;;35238;RENNES;HOMME;Dylan;6
2009;;35238;RENNES;HOMME;Elias;6
2009;;35238;RENNES;HOMME;Estéban;6
2009;;35238;RENNES;HOMME;Florian;6
2009;;35238;RENNES;HOMME;Lenny;6
2009;;35238;RENNES;HOMME;Nathanaël;6
2009;;35238;RENNES;HOMME;Nolhan;6
2009;;35238;RENNES;HOMME;Sasha;6
2009;;35238;RENNES;HOMME;Solal;6
2009;;35238;RENNES;HOMME;Timothée;6
2009;;35238;RENNES;HOMME;Yann;6
2009;;35238;RENNES;HOMME;Yannis;6
2009;;35238;RENNES;HOMME;Yoann;6
