ANNAISS;MNAISS;CODCOM;LBCOM;SEXE;PRN;NBR
2007;;35238;RENNES;FEMME;Emma;50
2007;;35238;RENNES;FEMME;Manon;45
2007;;35238;RENNES;FEMME;Jade;44
2007;;35238;RENNES;FEMME;Camille;41
2007;;35238;RENNES;FEMME;Léa;37
2007;;35238;RENNES;FEMME;Clara;34
2007;;35238;RENNES;FEMME;Louise;33
2007;;35238;RENNES;FEMME;Chloé;30
2007;;35238;RENNES;FEMME;Enora;30
2007;;35238;RENNES;FEMME;Jeanne;29
2007;;35238;RENNES;FEMME;Mathilde;29
2007;;35238;RENNES;FEMME;Lola;27
2007;;35238;RENNES;FEMME;Romane;27
2007;;35238;RENNES;FEMME;Zoé;27
2007;;35238;RENNES;FEMME;Inès;26
2007;;35238;RENNES;FEMME;Juliette;24
2007;;35238;RENNES;FEMME;Lucie;24
2007;;35238;RENNES;FEMME;Sarah;21
2007;;35238;RENNES;FEMME;Lilou;20
2007;;35238;RENNES;FEMME;Maëlys;20
2007;;35238;RENNES;FEMME;Rose;20
2007;;35238;RENNES;FEMME;Louna;19
2007;;35238;RENNES;FEMME;Célia;17
2007;;35238;RENNES;FEMME;Julie;17
2007;;35238;RENNES;FEMME;Léna;17
2007;;35238;RENNES;FEMME;Océane;17
2007;;35238;RENNES;FEMME;Salomé;17
2007;;35238;RENNES;FEMME;Adèle;16
2007;;35238;RENNES;FEMME;Anaïs;16
2007;;35238;RENNES;FEMME;Lisa;16
2007;;35238;RENNES;FEMME;Anna;15
2007;;35238;RENNES;FEMME;Charlotte;15
2007;;35238;RENNES;FEMME;Clémence;15
2007;;35238;RENNES;FEMME;Agathe;14
2007;;35238;RENNES;FEMME;Eva;14
2007;;35238;RENNES;FEMME;Lou;14
2007;;35238;RENNES;FEMME;Pauline;14
2007;;35238;RENNES;FEMME;Margot;13
2007;;35238;RENNES;FEMME;Morgane;13
2007;;35238;RENNES;FEMME;Alice;12
2007;;35238;RENNES;FEMME;Ambre;12
2007;;35238;RENNES;FEMME;Elise;12
2007;;35238;RENNES;FEMME;Faustine;12
2007;;35238;RENNES;FEMME;Marie;12
2007;;35238;RENNES;FEMME;Thaïs;12
2007;;35238;RENNES;FEMME;Elisa;11
2007;;35238;RENNES;FEMME;Marine;11
2007;;35238;RENNES;FEMME;Marion;11
2007;;35238;RENNES;FEMME;Noémie;11
2007;;35238;RENNES;FEMME;Albane;10
2007;;35238;RENNES;FEMME;Capucine;10
2007;;35238;RENNES;FEMME;Claire;10
2007;;35238;RENNES;FEMME;Julia;10
2007;;35238;RENNES;FEMME;Lina;10
2007;;35238;RENNES;FEMME;Nina;10
2007;;35238;RENNES;FEMME;Apolline;9
2007;;35238;RENNES;FEMME;Clémentine;9
2007;;35238;RENNES;FEMME;Laura;9
2007;;35238;RENNES;FEMME;Mélina;9
2007;;35238;RENNES;FEMME;Amandine;8
2007;;35238;RENNES;FEMME;Bleuenn;8
2007;;35238;RENNES;FEMME;Candice;8
2007;;35238;RENNES;FEMME;Coline;8
2007;;35238;RENNES;FEMME;Emilie;8
2007;;35238;RENNES;FEMME;Léonie;8
2007;;35238;RENNES;FEMME;Lily;8
2007;;35238;RENNES;FEMME;Louann;8
2007;;35238;RENNES;FEMME;Luna;8
2007;;35238;RENNES;FEMME;Maëva;8
2007;;35238;RENNES;FEMME;Maïa;8
2007;;35238;RENNES;FEMME;Sofia;8
2007;;35238;RENNES;FEMME;Alicia;7
2007;;35238;RENNES;FEMME;Anaëlle;7
2007;;35238;RENNES;FEMME;Aziliz;7
2007;;35238;RENNES;FEMME;Carla;7
2007;;35238;RENNES;FEMME;Flora;7
2007;;35238;RENNES;FEMME;Héloïse;7
2007;;35238;RENNES;FEMME;Klervi;7
2007;;35238;RENNES;FEMME;Léane;7
2007;;35238;RENNES;FEMME;Lise;7
2007;;35238;RENNES;FEMME;Maéva;7
2007;;35238;RENNES;FEMME;Nora;7
2007;;35238;RENNES;FEMME;Valentine;7
2007;;35238;RENNES;FEMME;Violette;7
2007;;35238;RENNES;FEMME;Yuna;7
2007;;35238;RENNES;FEMME;Alwena;6
2007;;35238;RENNES;FEMME;Angèle;6
2007;;35238;RENNES;FEMME;Aurore;6
2007;;35238;RENNES;FEMME;Axelle;6
2007;;35238;RENNES;FEMME;Constance;6
2007;;35238;RENNES;FEMME;Eloïse;6
2007;;35238;RENNES;FEMME;Justine;6
2007;;35238;RENNES;FEMME;Lila;6
2007;;35238;RENNES;FEMME;Lison;6
2007;;35238;RENNES;FEMME;Loane;6
2007;;35238;RENNES;FEMME;Lou-Ann;6
2007;;35238;RENNES;FEMME;Louanne;6
2007;;35238;RENNES;FEMME;Lucile;6
2007;;35238;RENNES;FEMME;Margaux;6
2007;;35238;RENNES;FEMME;Maya;6
2007;;35238;RENNES;FEMME;Mila;6
2007;;35238;RENNES;FEMME;Ninon;6
2007;;35238;RENNES;FEMME;Norah;6
2007;;35238;RENNES;FEMME;Oriane;6
2007;;35238;RENNES;FEMME;Perrine;6
2007;;35238;RENNES;FEMME;Sidonie;6
2007;;35238;RENNES;FEMME;Tess;6
2007;;35238;RENNES;FEMME;Yasmine;6
2007;;35238;RENNES;FEMME;Youna;6
2007;;35238;RENNES;HOMME;Enzo;44
2007;;35238;RENNES;HOMME;Mathis;40
2007;;35238;RENNES;HOMME;Arthur;38
2007;;35238;RENNES;HOMME;Jules;37
2007;;35238;RENNES;HOMME;Thomas;37
2007;;35238;RENNES;HOMME;Antoine;36
2007;;35238;RENNES;HOMME;Nathan;36
2007;;35238;RENNES;HOMME;Hugo;34
2007;;35238;RENNES;HOMME;Lucas;33
2007;;35238;RENNES;HOMME;Titouan;32
2007;;35238;RENNES;HOMME;Evan;30
2007;;35238;RENNES;HOMME;Paul;30
2007;;35238;RENNES;HOMME;Gabriel;29
2007;;35238;RENNES;HOMME;Louis;29
2007;;35238;RENNES;HOMME;Baptiste;28
2007;;35238;RENNES;HOMME;Gabin;28
2007;;35238;RENNES;HOMME;Raphaël;28
2007;;35238;RENNES;HOMME;Malo;27
2007;;35238;RENNES;HOMME;Axel;25
2007;;35238;RENNES;HOMME;Noah;25
2007;;35238;RENNES;HOMME;Théo;25
2007;;35238;RENNES;HOMME;Ethan;24
2007;;35238;RENNES;HOMME;Noé;24
2007;;35238;RENNES;HOMME;Nolan;24
2007;;35238;RENNES;HOMME;Romain;24
2007;;35238;RENNES;HOMME;Tom;24
2007;;35238;RENNES;HOMME;Mathéo;23
2007;;35238;RENNES;HOMME;Ewen;22
2007;;35238;RENNES;HOMME;Yanis;22
2007;;35238;RENNES;HOMME;Alexis;21
2007;;35238;RENNES;HOMME;Clément;21
2007;;35238;RENNES;HOMME;Martin;21
2007;;35238;RENNES;HOMME;Maxime;19
