Total Rf Heliport;40.07080078125;-74.93360137939453;11;US
Aero B Ranch Airport;38.704022;-101.473911;3435;US
Lowell Field;59.94919968;-151.695999146;450;US
Epps Airpark;34.86479949951172;-86.77030181884766;820;US
Newport Hospital & Clinic Heliport;35.6087;-91.254898;237;US
Fulton Airport;34.9428028;-97.8180194;1100;US
Cordes Airport;34.305599212646484;-112.16500091552734;3810;US
Goldstone /Gts/ Airport;35.350498199499995;-116.888000488;3038;US
Williams Ag Airport;39.427188;-121.763427;87;US
Kitchen Creek Helibase Heliport;32.7273736;-116.4597417;3350;US
Cass Field;40.622202;-104.344002;4830;US
Grass Patch Airport;28.64550018310547;-82.21900177001953;53;US
Ringhaver Heliport;28.846599578857422;-82.34539794921875;25;US
River Oak Airport;27.230899810791016;-80.96920013427734;35;US
Lt World Airport;33.76750183105469;-84.06829833984375;700;US
Caffrey Heliport;33.88420104980469;-84.73390197753906;957;US
Kaupulehu Heliport;19.832715;-155.980233;43;US
Delta Shores Airport;48.145301818847656;-116.21399688720703;2064;US
Goltl Airport;39.724028;-101.395994;3359;US
Bailey Generation Station Heliport;41.644500732421875;-87.122802734375;600;US
Hammer Airport;41.97840118408203;-89.5604019165039;840;US
St Mary Medical Center Heliport;41.51139831542969;-87.2605972290039;634;US
Hayenga's Cant Find Farms Airport;40.02560043334961;-89.1229019165039;820;US
Hayden Farm Airport;38.72779846191406;-94.93049621582031;1100;US
Robbins Roost Airport;37.409400939941406;-84.61969757080078;1265;US
Shell Chemical East Site Heliport;30.191944;-90.980833;15;US
Ac & R Components Heliport;39.66529846191406;-89.70559692382812;600;US
Lejeune Airport;30.13629913330078;-92.42939758300781;12;US
Slater Field;38.75709915161133;-75.75379943847656;45;US
Dow Chemical Heliport;43.94940185546875;-86.41670227050781;588;US
Battle Lake Municipal Airport;46.29999923706055;-95.70030212402344;1365;US
Cooper Flying Service Airport;37.202800750732;-94.412399291992;970;US
Sands Ranch Airport;48.53721;-109.705492;2600;US
Bucks Airport;39.473201751708984;-75.1852035522461;105;US
North Raleigh Airport;36.085201263427734;-78.37139892578125;348;US
Colgate-Piscataway Heliport;40.52090072631836;-74.47460174560547;78;US
Cliche Cove Seaplane Base;44.8118612;-73.3698057;96;US
Weiss Airfield;42.90010070800781;-77.49970245361328;1000;US
Exit 3 Airport;41.590476;-84.141583;785;US
Miami Valley Hospital Heliport;39.74530029296875;-84.1874008178711;905;US
Gull Bay Landing Airport;36.198598;-96.217693;960;US
Steel Systems Heliport;44.932899475097656;-123.12999725341797;195;US
R J D Heliport;39.94889831542969;-75.74690246582031;402;US
Ferrell Field;41.2995;-80.211111;1301;US
Thomas Field;40.3778;-77.365303;815;US
Mc Kenzie Bridge State Airport;44.183200836199994;-122.088996887;1620;US
Flying O Airport;34.0093994140625;-80.26719665527344;150;US
Homan Field;44.809158;-96.498897;1590;US
SW Region FAA Heliport;32.8269;-97.305801;598;US
Tcjc-Northeast Campus Heliport;32.847599029541016;-97.18949890136719;600;US
Ragsdale Road Airport;35.515899658203125;-85.95359802246094;1100;US
Alpine Range Airport;32.607601165771484;-97.24199676513672;670;US
San Jacinto Methodist Hospital Heliport;29.7377;-94.980201;19;US
Clear Creek Ranch Airport;37.247799;-112.821998;6138;US
Vaughan Airport;36.57600021;-78.9991684;551;US
Groundhog Mountain Airport;36.663299560546875;-80.49949645996094;2680;US
Lower Granite State Airport;46.673500061035;-117.44300079346;719;US
Howell Airport;47.17839813232422;-122.77200317382812;150;US
Northern Lite Airport;44.304298400878906;-89.05010223388672;860;US
Hawks Run Airport;46.25;-117.2490005493164;2900;US
Lazy J. Aerodrome;38.82889938354492;-79.86609649658203;2060;US
Mountain View Regional Hospital Heliport;42.840361;-106.224443;5210;US
L P Askew Farms Airport;33.03340148925781;-101.93399810791016;3110;US
Purkeypile Airport;62.943599700927734;-152.27000427246094;1950;US
Providence Seward Medical Center Heliport;60.105873975399994;-149.446249008;120;US
Ware Island Airport;32.94599914550781;-86.51390075683594;344;US
Community Hospital of De Queen Heliport;34.047298431396484;-94.35489654541016;400;US
Yat Heliport;34.60810089111328;-111.86499786376953;3300;US
Grant Airport;43.341701507568;-85.775001525879;815;US
Lugo Substation Heliport;34.368240591699994;-117.370058745;3733;US
Swansboro Country Airport;38.79990005493164;-120.73400115966797;2594;US
Los Angeles County Sheriff's Department Heliport;34.03779983520508;-118.15399932861328;300;US
St Vincent General Hospital Heliport;39.24530029296875;-106.24600219726562;10175;US
Berlin Fairgrounds Heliport;41.62730026245117;-72.72750091552734;60;US
Rybolt Ranch Airport;28.589399337768555;-81.14420318603516;55;US
Advent Health Altamonte Springs Heliport;28.666639;-81.3697;86;US
Cedar Knoll Flying Ranch Airport;28.78190040588379;-81.1592025756836;19;US
Medical Center Heliport;32.47930145263672;-84.9791030883789;319;US
The Farm Airport;32.674400329589844;-82.77110290527344;375;US
Stender Airport;41.66109848022461;-90.74130249023438;725;US
Lava Hot Springs Airport;42.6082;-112.031998;5268;US
Myers Field;39.8849983215332;-86.50669860839844;950;US
Hoopeston Community Memorial Hospital Heliport;40.45859909057617;-87.65950012207031;583;US
Community Hospital Heliport;40.13090133666992;-85.69580078125;890;US
William E. Koenig Airport;39.01620101928711;-90.31819915771484;670;US
Hilliard Airpark;30.68630027770996;-81.90570068359375;59;US
Caldwell Municipal Airport;37.03609848022461;-97.5864028930664;1157;US
